Learner,Country,Gender,YOB,Level of Education
Learner 4319,Spain,Male,1989,Undergraduate
Learner 4322,Italy,Male,1989,Master's Degree
Learner 4330,Spain,Male,1989,Academic Degree
Learner 4343,Saudi Arabia,Female,1989,Master's Degree
Learner 4348,France,Female,1989,Undergraduate
Learner 4356,Italy,Female,1989,Master's Degree
Learner 4367,Germany,Female,1989,Master's Degree
Learner 4373,France,Female,1989,Undergraduate
Learner 4392,Spain,Female,1989,Academic Degree
Learner 4398,Saudi Arabia,Female,1989,Master's Degree
Learner 4407,Germany,Male,1989,Academic Degree
Learner 4413,Spain,Female,1989,Academic Degree
Learner 4418,Germany,Female,1989,Master's Degree
Learner 4422,Spain,Male,1989,Master's Degree
Learner 4423,South Korea,Female,1989,Academic Degree
Learner 4426,Italy,Female,1989,Master's Degree
Learner 4433,Italy,Female,1989,Academic Degree
Learner 4435,France,Female,1989,Academic Degree
Learner 4454,Spain,Female,1989,Undergraduate
Learner 4455,Spain,Male,1989,Undergraduate
Learner 4470,South Korea,Male,1989,Undergraduate
Learner 4471,France,Male,1989,Master's Degree
Learner 4475,Spain,Female,1989,Master's Degree
Learner 4483,France,Female,1989,Academic Degree
Learner 4513,Italy,Female,1989,Undergraduate
Learner 4514,Germany,Male,1989,Master's Degree
Learner 4515,Saudi Arabia,Female,1989,Master's Degree
Learner 4531,South Korea,Male,1989,Academic Degree
Learner 4539,Germany,Male,1989,Undergraduate
Learner 4540,Saudi Arabia,Female,1989,Master's Degree
Learner 4543,Spain,Male,1989,Undergraduate
Learner 4545,France,Female,1989,Master's Degree
Learner 4549,Germany,Female,1989,Undergraduate
Learner 4563,Saudi Arabia,Male,1989,Master's Degree
Learner 4566,France,Female,1989,Master's Degree
Learner 4568,Saudi Arabia,Female,1989,Undergraduate
Learner 4577,Spain,Female,1989,Master's Degree
Learner 4578,Spain,Male,1989,Master's Degree
Learner 4584,Germany,Male,1989,Master's Degree
Learner 4588,France,Female,1989,Undergraduate
Learner 4604,Germany,Male,1989,Master's Degree
Learner 4607,France,Male,1989,Master's Degree
Learner 4611,Saudi Arabia,Female,1989,Master's Degree
Learner 4613,Saudi Arabia,Female,1989,Academic Degree
Learner 4626,Spain,Male,1989,Undergraduate
Learner 4632,Germany,Male,1989,Undergraduate
Learner 4649,South Korea,Male,1989,Academic Degree
Learner 4658,Italy,Male,1989,Master's Degree
Learner 4664,Germany,Male,1989,Academic Degree
Learner 4672,Italy,Female,1989,Undergraduate
Learner 4683,Germany,Female,1989,Master's Degree
Learner 4737,France,Male,1989,Master's Degree
Learner 4746,Italy,Female,1989,Master's Degree
Learner 4767,France,Female,1989,Undergraduate
Learner 4779,Spain,Male,1989,Undergraduate
Learner 4785,South Korea,Female,1989,Academic Degree
Learner 4793,Spain,Male,1989,Academic Degree
Learner 4808,Spain,Female,1989,Undergraduate
Learner 4824,Germany,Female,1989,Master's Degree
Learner 4825,France,Male,1989,Master's Degree
Learner 4827,South Korea,Male,1989,Master's Degree
Learner 4831,France,Female,1989,Undergraduate
Learner 4845,Saudi Arabia,Male,1989,Master's Degree
Learner 4858,Italy,Female,1989,Academic Degree
Learner 4861,Italy,Female,1989,Academic Degree
Learner 4865,Saudi Arabia,Female,1989,Academic Degree
Learner 4872,Italy,Female,1989,Academic Degree
Learner 4873,Germany,Male,1989,Master's Degree
Learner 4874,France,Male,1989,Academic Degree
Learner 4876,France,Female,1989,Academic Degree
Learner 4893,South Korea,Male,1989,Undergraduate
Learner 4896,Italy,Female,1989,Academic Degree
Learner 4902,Italy,Female,1989,Undergraduate
Learner 4909,Germany,Male,1989,Academic Degree
Learner 4917,France,Male,1989,Academic Degree
Learner 4919,South Korea,Male,1989,Master's Degree
Learner 4920,Spain,Female,1989,Master's Degree
Learner 4925,Germany,Male,1989,Undergraduate
Learner 4926,France,Male,1989,Undergraduate
Learner 4929,Germany,Female,1989,Academic Degree
Learner 4930,Italy,Female,1989,Academic Degree
Learner 4934,South Korea,Male,1989,Master's Degree
Learner 4939,South Korea,Female,1989,Undergraduate
Learner 4943,Germany,Female,1989,Master's Degree
Learner 4946,France,Male,1989,Master's Degree
Learner 16,Australia,Male,1990,Master's Degree
Learner 22,Canada,Male,1990,Undergraduate
Learner 25,United States,Male,1990,Academic Degree
Learner 26,United Kingdom,Female,1990,Academic Degree
Learner 30,United States,Female,1990,Academic Degree
Learner 33,Australia,Female,1990,Undergraduate
Learner 43,Australia,Male,1990,Academic Degree
Learner 46,United States,Male,1990,Undergraduate
Learner 51,Canada,Male,1990,Master's Degree
Learner 62,United Kingdom,Female,1990,Master's Degree
Learner 66,United States,Male,1990,Undergraduate
Learner 88,United Kingdom,Male,1990,Master's Degree
Learner 103,United Kingdom,Male,1990,Master's Degree
Learner 107,United States,Female,1990,Master's Degree
Learner 109,United Kingdom,Male,1990,Master's Degree
Learner 111,United States,Female,1990,Academic Degree
Learner 112,Australia,Male,1990,Academic Degree
Learner 123,Australia,Female,1990,Undergraduate
Learner 133,Canada,Female,1990,Undergraduate
Learner 139,United States,Female,1990,Master's Degree
Learner 155,Australia,Female,1990,Undergraduate
Learner 176,United States,Female,1990,Master's Degree
Learner 194,Canada,Female,1990,Master's Degree
Learner 196,United States,Female,1990,Undergraduate
Learner 202,Canada,Male,1990,Undergraduate
Learner 213,United States,Male,1990,Academic Degree
Learner 214,United States,Female,1990,Academic Degree
Learner 220,Australia,Female,1990,Master's Degree
Learner 230,United States,Female,1990,Master's Degree
Learner 243,Canada,Female,1990,Master's Degree
Learner 246,Australia,Female,1990,Academic Degree
Learner 247,United States,Male,1990,Undergraduate
Learner 251,Canada,Female,1990,Undergraduate
Learner 257,Canada,Male,1990,Academic Degree
Learner 260,Australia,Male,1990,Academic Degree
Learner 287,Australia,Female,1990,Academic Degree
Learner 305,United States,Male,1990,Academic Degree
Learner 307,Australia,Male,1990,Master's Degree
Learner 312,Canada,Female,1990,Master's Degree
Learner 318,United Kingdom,Male,1990,Undergraduate
Learner 323,United States,Male,1990,Academic Degree
Learner 331,Canada,Female,1990,Undergraduate
Learner 332,Canada,Female,1990,Master's Degree
Learner 334,Canada,Male,1990,Master's Degree
Learner 343,United Kingdom,Female,1990,Undergraduate
Learner 371,United States,Male,1990,Academic Degree
Learner 390,Canada,Female,1990,Undergraduate
Learner 400,United States,Male,1990,Master's Degree
Learner 402,Australia,Female,1990,Academic Degree
Learner 417,United Kingdom,Female,1990,Master's Degree
Learner 434,Australia,Male,1990,Undergraduate
Learner 438,United States,Male,1990,Master's Degree
Learner 439,United Kingdom,Female,1990,Master's Degree
Learner 464,Canada,Female,1990,Master's Degree
Learner 466,United Kingdom,Female,1990,Undergraduate
Learner 471,United Kingdom,Female,1990,Undergraduate
Learner 476,United Kingdom,Female,1990,Undergraduate
Learner 495,United Kingdom,Female,1990,Master's Degree
Learner 497,United States,Male,1990,Undergraduate
Learner 499,United States,Female,1990,Academic Degree
Learner 500,United States,Male,1990,Master's Degree
Learner 516,United States,Female,1990,Undergraduate
Learner 535,Canada,Female,1990,Master's Degree
Learner 536,United Kingdom,Male,1990,Master's Degree
Learner 537,United States,Female,1990,Undergraduate
Learner 549,Canada,Female,1990,Master's Degree
Learner 553,United States,Female,1990,Undergraduate
Learner 555,United States,Female,1990,Academic Degree
Learner 571,United Kingdom,Male,1990,Academic Degree
Learner 575,United Kingdom,Female,1990,Undergraduate
Learner 577,Canada,Male,1990,Academic Degree
Learner 585,Canada,Male,1990,Undergraduate
Learner 592,United States,Male,1990,Undergraduate
Learner 595,Canada,Female,1990,Master's Degree
Learner 603,Canada,Female,1990,Master's Degree
Learner 604,Canada,Male,1990,Undergraduate
Learner 621,United States,Female,1990,Master's Degree
Learner 641,United Kingdom,Female,1990,Academic Degree
Learner 642,Australia,Female,1990,Academic Degree
Learner 653,Canada,Female,1990,Academic Degree
Learner 654,Australia,Male,1990,Academic Degree
Learner 656,Canada,Male,1990,Undergraduate
Learner 661,Australia,Male,1990,Undergraduate
Learner 665,United Kingdom,Female,1990,Undergraduate
Learner 672,Australia,Female,1990,Master's Degree
Learner 687,Australia,Male,1990,Undergraduate
Learner 712,Australia,Male,1990,Master's Degree
Learner 713,Canada,Male,1990,Academic Degree
Learner 724,United Kingdom,Female,1990,Master's Degree
Learner 727,United States,Female,1990,Undergraduate
Learner 728,United Kingdom,Male,1990,Academic Degree
Learner 731,United Kingdom,Female,1990,Master's Degree
Learner 737,Australia,Male,1990,Master's Degree
Learner 767,Australia,Female,1990,Undergraduate
Learner 770,Canada,Male,1990,Academic Degree
Learner 774,United States,Male,1990,Undergraduate
Learner 784,United Kingdom,Female,1990,Undergraduate
Learner 788,Australia,Female,1990,Undergraduate
Learner 798,Canada,Male,1990,Undergraduate
Learner 800,United States,Male,1990,Undergraduate
Learner 802,United Kingdom,Male,1990,Academic Degree
Learner 804,United Kingdom,Male,1990,Undergraduate
Learner 805,United States,Female,1990,Undergraduate
Learner 820,Australia,Female,1990,Undergraduate
Learner 828,Australia,Male,1990,Undergraduate
Learner 846,Australia,Female,1990,Master's Degree
Learner 847,Canada,Male,1990,Undergraduate
Learner 852,United States,Female,1990,Academic Degree
Learner 872,United States,Female,1990,Academic Degree
Learner 878,United Kingdom,Female,1990,Master's Degree
Learner 881,Australia,Male,1990,Master's Degree
Learner 889,United Kingdom,Male,1990,Academic Degree
Learner 891,Canada,Male,1990,Master's Degree
Learner 892,Australia,Male,1990,Master's Degree
Learner 896,Canada,Male,1990,Master's Degree
Learner 903,Australia,Female,1990,Academic Degree
Learner 923,Australia,Male,1990,Undergraduate
Learner 924,Canada,Male,1990,Undergraduate
Learner 936,Canada,Female,1990,Master's Degree
Learner 939,United States,Male,1990,Academic Degree
Learner 944,United States,Female,1990,Undergraduate
Learner 945,United States,Male,1990,Undergraduate
Learner 946,Canada,Female,1990,Undergraduate
Learner 950,Australia,Female,1990,Academic Degree
Learner 974,United Kingdom,Female,1990,Undergraduate
Learner 975,Australia,Female,1990,Undergraduate
Learner 977,Canada,Female,1990,Academic Degree
Learner 978,Australia,Male,1990,Undergraduate
Learner 980,United Kingdom,Female,1990,Academic Degree
Learner 998,United Kingdom,Male,1990,Master's Degree
Learner 1002,United States,Male,1990,Master's Degree
Learner 1011,United States,Male,1990,Undergraduate
Learner 1015,United States,Male,1990,Academic Degree
Learner 1017,United States,Male,1990,Undergraduate
Learner 1023,Australia,Female,1990,Undergraduate
Learner 1035,Australia,Female,1990,Academic Degree
Learner 1049,United States,Female,1990,Master's Degree
Learner 1052,United Kingdom,Female,1990,Undergraduate
Learner 1061,United Kingdom,Male,1990,Undergraduate
Learner 1066,United States,Male,1990,Undergraduate
Learner 1069,Australia,Female,1990,Undergraduate
Learner 1072,United Kingdom,Male,1990,Undergraduate
Learner 1075,Australia,Female,1990,Master's Degree
Learner 1086,Australia,Male,1990,Master's Degree
Learner 1095,United Kingdom,Male,1990,Master's Degree
Learner 1097,Canada,Male,1990,Master's Degree
Learner 1100,United States,Male,1990,Academic Degree
Learner 1135,Australia,Female,1990,Academic Degree
Learner 1140,United Kingdom,Male,1990,Academic Degree
Learner 1164,Australia,Female,1990,Undergraduate
Learner 1170,Australia,Female,1990,Academic Degree
Learner 1182,United Kingdom,Female,1990,Master's Degree
Learner 1200,Australia,Male,1990,Master's Degree
Learner 1202,Canada,Female,1990,Undergraduate
Learner 1207,United States,Male,1990,Academic Degree
Learner 1224,Canada,Male,1990,Academic Degree
Learner 1225,Canada,Female,1990,Master's Degree
Learner 1229,Australia,Female,1990,Master's Degree
Learner 1235,Canada,Female,1990,Undergraduate
Learner 1241,United Kingdom,Female,1990,Academic Degree
Learner 1257,Australia,Female,1990,Undergraduate
Learner 1262,United States,Female,1990,Academic Degree
Learner 1284,Australia,Male,1990,Academic Degree
Learner 1296,Canada,Male,1990,Academic Degree
Learner 1297,Australia,Male,1990,Academic Degree
Learner 1303,Australia,Female,1990,Undergraduate
Learner 1306,Australia,Female,1990,Master's Degree
Learner 1317,United States,Female,1990,Master's Degree
Learner 1318,United Kingdom,Male,1990,Undergraduate
Learner 1328,Australia,Female,1990,Undergraduate
Learner 1342,United Kingdom,Female,1990,Academic Degree
Learner 1354,Australia,Male,1990,Master's Degree
Learner 1355,United Kingdom,Female,1990,Undergraduate
Learner 1357,Australia,Male,1990,Master's Degree
Learner 1376,Australia,Male,1990,Master's Degree
Learner 1378,United Kingdom,Female,1990,Undergraduate
Learner 1385,United Kingdom,Male,1990,Master's Degree
Learner 1386,Australia,Male,1990,Undergraduate
Learner 1393,Canada,Female,1990,Master's Degree
Learner 1401,United Kingdom,Male,1990,Master's Degree
Learner 1404,Australia,Male,1990,Undergraduate
Learner 1409,United States,Male,1990,Academic Degree
Learner 1429,Australia,Male,1990,Academic Degree
Learner 1434,United States,Female,1990,Academic Degree
Learner 1437,United States,Female,1990,Academic Degree
Learner 1440,Canada,Female,1990,Academic Degree
Learner 1442,United States,Female,1990,Academic Degree
Learner 1452,Australia,Female,1990,Master's Degree
Learner 1455,Australia,Male,1990,Undergraduate
Learner 1456,United States,Male,1990,Master's Degree
Learner 1467,Australia,Male,1990,Master's Degree
Learner 1471,United States,Male,1990,Master's Degree
Learner 1484,United States,Female,1990,Undergraduate
Learner 1485,United Kingdom,Male,1990,Academic Degree
Learner 1494,United States,Male,1990,Academic Degree
Learner 1498,Australia,Male,1990,Undergraduate
Learner 1503,Canada,Female,1990,Undergraduate
Learner 1504,Australia,Male,1990,Academic Degree
Learner 1509,United Kingdom,Female,1990,Undergraduate
Learner 1524,United Kingdom,Female,1990,Undergraduate
Learner 1529,Australia,Female,1990,Undergraduate
Learner 1530,Canada,Female,1990,Academic Degree
Learner 1549,Canada,Male,1990,Academic Degree
Learner 1557,Canada,Male,1990,Undergraduate
Learner 1565,United Kingdom,Female,1990,Master's Degree
Learner 1575,Australia,Male,1990,Academic Degree
Learner 1586,United States,Female,1990,Master's Degree
Learner 1590,Canada,Male,1990,Master's Degree
Learner 1592,Canada,Female,1990,Master's Degree
Learner 1611,Australia,Male,1990,Undergraduate
Learner 1621,United Kingdom,Female,1990,Master's Degree
Learner 1635,Canada,Male,1990,Master's Degree
Learner 1643,Canada,Female,1990,Academic Degree
Learner 1646,United Kingdom,Male,1990,Academic Degree
Learner 1647,United States,Female,1990,Undergraduate
Learner 1654,United Kingdom,Female,1990,Academic Degree
Learner 1661,United Kingdom,Female,1990,Undergraduate
Learner 1678,United Kingdom,Male,1990,Academic Degree
Learner 1680,United Kingdom,Female,1990,Master's Degree
Learner 1681,Canada,Female,1990,Undergraduate
Learner 1682,United Kingdom,Female,1990,Master's Degree
Learner 1692,Australia,Female,1990,Academic Degree
Learner 1696,United States,Female,1990,Undergraduate
Learner 1709,United States,Female,1990,Master's Degree
Learner 1736,United Kingdom,Female,1990,Master's Degree
